Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_lcMosfet_stgs_2_gcc_0.5,bisectMax,1,0.001,3,545,0,714,1091,0,0,0,3.462129593,2.187794447,0,0.004848921,0.002005311,5.721846819,5.721846819,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_lcMosfet_stgs_4_gcc_4.0,bisectMax,1,0.001,81,5022,0,6146,10045,0,0,0,44.7484405,26.09092188,0,0.007280905,0.002597404,73.31646585,73.31646585,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_lcMosfet_stgs_4_gcc_0.5,bisectMax,1,0.001,3,24064,0,28346,48129,0,0,0,197.8571811,123.9940648,0,0.006980074,0.002576286,324.2513711,324.2513711,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_scMosfet_stgs_2_gcc_4.0,bisectMax,1,0.001,9,450,0,468,901,0,0,0,3.613899231,1.671640873,0,0.007722007,0.001855317,5.438861132,5.438861132,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_scMosfet_stgs_2_gcc_0.5,bisectMax,1,0.001,3,1623,0,1731,3247,0,0,0,10.94368982,5.048373222,0,0.006322178,0.001554781,16.16573596,16.16573596,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_scMosfet_stgs_4_gcc_4.0,bisectMax,1,0.001,81,17910,0,18391,35821,0,0,0,184.8129547,91.43912959,0,0.010049098,0.002552668,285.6495249,285.6495249,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_scMosfet_stgs_4_gcc_0.5,bisectMax,1,0.001,3,42128,0,43487,84257,0,0,0,363.6899984,190.7713282,0,0.008363189,0.00226416,556.8488572,556.8488572,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_tanh_stgs_6_gcc_4.0,bisectMax,1,0.001,729,486119,0,507895,972239,0,0,0,1208.562943,921.028908,0,0.002379553,0.000947328,3496.19858,3496.19858,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_tanh_stgs_6_gcc_0.5,bisectMax,1,0.001,3,570503,0,584907,1141007,0,0,0,1365.021013,1052.282236,0,0.00233374,0.00092224,2458.652236,2458.652236,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_lcMosfet_stgs_6_gcc_4.0,bisectMax,1,0.001,729,139149,0,166682,278299,0,0,0,1618.153273,883.2276564,0,0.009708026,0.003173664,2951.95625,2951.95625,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_lcMosfet_stgs_6_gcc_0.5,bisectMax,1,0.001,3,986510,0,1147224,1973021,0,0,0,11457.25555,6894.756105,0,0.009986939,0.003494517,18400.54362,18400.54362,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_scMosfet_stgs_6_gcc_4.0,bisectMax,1,0.001,729,513694,0,519983,1027389,0,0,0,7179.166748,3712.3019,0,0.013806541,0.003613336,12567.21978,12567.21978,FALSE
Problem,bisectType,kAlpha,epsilonInflation,NumSolutions,numBisection,numLP,numK,numIa,numSingleKill,numDoubleKill,totalLPTime,totalKTime,totalIaTime,avgLPTime,avgKTime,avgIaTime,Run_0,AverageRun,UseLp
rambus_scMosfet_stgs_6_gcc_0.5,bisectMax,1,0.001,3,1056304,0,1080451,2112609,0,0,0,15765.30507,8476.724795,0,0.014591411,0.004012444,24353.84622,24353.84622,FALSE
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Problem,,,,,,,,,,,,Ktime+IaTIme,,,,,,,
rambus_tanh_stgs_2_gcc_4.0,,,,,,,,,,,,0.54600215,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_tanh_stgs_2_gcc_0.5,,,,,,,,,,,,0.871939421,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_tanh_stgs_4_gcc_4.0,,,,,,,,,,,,39.65566278,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_tanh_stgs_4_gcc_0.5,,,,,,,,,,,,51.29596949,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_lcMosfet_stgs_2_gcc_4.0,,,,,,,,,,,,1.913901567,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_lcMosfet_stgs_2_gcc_0.5,,,,,,,,,,,,5.64992404,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_lcMosfet_stgs_4_gcc_4.0,,,,,,,,,,,,70.83936238,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_lcMosfet_stgs_4_gcc_0.5,,,,,,,,,,,,321.8512459,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_scMosfet_stgs_2_gcc_4.0,,,,,,,,,,,,5.285540104,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_scMosfet_stgs_2_gcc_0.5,,,,,,,,,,,,15.99206305,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_scMosfet_stgs_4_gcc_4.0,,,,,,,,,,,,276.2520843,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_scMosfet_stgs_4_gcc_0.5,,,,,,,,,,,,554.4613266,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_tanh_stgs_6_gcc_4.0,,,,,,,,,,,,2129.591851,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_tanh_stgs_6_gcc_0.5,,,,,,,,,,,,2417.303249,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_lcMosfet_stgs_6_gcc_4.0,,,,,,,,,,,,2501.380929,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_lcMosfet_stgs_6_gcc_0.5,,,,,,,,,,,,18352.01166,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_scMosfet_stgs_6_gcc_4.0,,,,,,,,,,,,2129.591851,,,,,,,
Problem,,,,,,,,,,,,,,,,,,,
rambus_scMosfet_stgs_6_gcc_0.5,,,,,,,,,,,,2417.303249,,,,,,,
